web-scraper-order,web-scraper-start-url,fonction,fonction-href,Echelon,Indice Brut,Indice majoré,Durée,Salaire brut,catA,catB,catC
"1651681205-5566","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien supérieur de la météorologie (TSM)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-superieur-meteorologie-tsm/1/6652.htm","4","513","441","2 ans","2 066,54 €","null","B","null"
"1651681167-5369","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de recherche du développement durable","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-recherche-developpement-durable/1/5754.htm","1","HED","-","1 an","5 496,71 €","A","null","null"
"1651680816-2711","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur des services de greffe judiciaires","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-services-greffe-judiciaires/1/6512.htm","6","645","539","3 ans","2 525,77 €","A","null","null"
"1651681737-7391","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent comptable du centre régional des œuvres universitaires et scolaires (CROUS) – emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-comptable-centre-regional-uvres-universitaires-scolaires-crous-emploi/1/6326.htm","6","HEB","-","1 an","4 554,82 €","A","null","null"
"1651680552-544","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des travaux météorologie","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-travaux-meteorologie/1/5863.htm","7","697","578","2 ans 6 mois","2 708,52 €","A","null","null"
"1651681845-8013","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire d'administration de la Caisse des dépôts et consignations-CDC","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administration-caisse-depots-consignations-cdc/1/6134.htm","","","","","","null","null","null"
"1651680990-4473","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier du corps technique et administratif de la gendarmerie nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-corps-technique-administratif-gendarmerie-nationale/1/6368.htm","Echelon spécial","HEBbis","-","1 an","4 999,99 €","A","null","null"
"1651682464-11615","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de travaux d’art","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-travaux-art/1/5218.htm","6","843","690","2 ans 6 mois","3 233,36 €","A","null","null"
"1651681553-6979","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur général de centre régional des œuvres universitaires et scolaires (CROUS) – emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-general-centre-regional-uvres-universitaires-scolaires-crous-emploi/1/5717.htm","1","813","667","2 ans","3 125,58 €","A","null","null"
"1651682254-10298","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier greffier du service de la justice militaire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-greffier-service-justice-militaire/1/6083.htm","","HEA3","-","1 an","4 554,82 €","A","null","null"
"1651681881-8263","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur des douanes et droits indirects -DGDDI","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-douanes-droits-indirects-dgddi/1/5314.htm","9","500","431","3 ans","2 019,68 €","null","B","null"
"1651680547-469","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur électronicien des systèmes de la sécurité aérienne-IESSA","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-electronicien-systemes-securite-aerienne-iessa/1/6115.htm","10","818","670","2 ans","3 139,64 €","A","null","null"
"1651682401-11219","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique du ministère de la culture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-ministere-culture/1/6632.htm","1","367","340","1 an","1 593,25 €","null","null","C"
"1651680663-1092","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller référendaire Cour des comptes","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-referendaire-cour-comptes/1/5086.htm","","HEA3","-","1 an","4 554,82 €","A","null","null"
"1651680516-260","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire administratif  du Ministère de la Transition écologique et solidaire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-ministere-transition-ecologique-solidaire/1/6694.htm","3","484","419","2 ans","1 963,44 €","null","B","null"
